219.745468,61.741997,1.683401,0
341.261017,82.158882,10.352489,0
141.773743,187.502670,54.907074,1
192.220825,30.924406,22.349924,0
793.957336,259.263916,31.988892,1
1271.169189,128.211304,22.657553,0
496.584961,191.494476,21.659901,0
1507.296997,151.100204,22.802820,0
1007.074158,386.361267,34.866482,1
376.839508,244.907974,36.432388,1
366.838593,275.560760,31.059601,1
495.434418,101.513718,8.088017,0
749.971008,342.652679,34.232002,1
218.506424,243.516342,37.444992,1
127.790154,15.341658,-6.816920,0
1288.958374,-86.632896,8.023928,0
1395.870850,-94.817955,10.927152,0
2669.615723,28.598896,39.154030,1
1439.060669,53.172390,15.565050,0
2276.393799,2.780238,27.526167,0
1381.267700,143.354584,24.509720,0
377.105011,464.183472,49.367657,1
2387.908691,293.542297,57.393719,1
2564.915771,170.326843,44.041870,1
624.118774,189.242233,27.291178,0
1970.702148,46.946629,26.652424,0
419.409760,258.824432,37.207859,1
2727.762695,-46.952728,35.979492,1
2251.082031,-93.279823,23.381756,0
2277.632812,24.662012,28.587908,0
676.689941,245.933395,32.604145,1
319.312103,33.341469,5.669728,0
499.328583,-4.342789,2.035890,0
152.394180,-10.824919,25.385603,0
2058.143799,-17.178865,21.348003,0
801.745667,246.391205,26.859648,0
2335.957031,239.506226,36.094852,1
2158.949707,70.439774,25.718863,0
189.300201,-27.121798,3.473617,0
622.171692,272.960602,31.751760,1
951.759399,317.236847,28.726767,0
881.310486,180.324707,16.556290,0
109.027374,61.174351,-7.177954,0
167.262802,166.078674,50.694298,1
243.287460,304.766968,55.921810,1
199.478134,-83.025604,-4.789575,0
147.172455,108.856461,53.759880,1
1135.935547,378.981903,31.899164,1
1396.490356,31.437120,16.889553,0
585.796692,173.549606,23.189491,0
872.814148,-25.272379,12.561419,0
763.246521,175.563828,15.310830,0
150.712601,215.079193,42.990814,1
2819.187012,11.862546,49.621876,1
522.428040,216.580704,24.437086,0
1138.856201,-3.720203,7.669301,0
1238.953857,288.305298,27.694939,0
1475.524170,166.939301,21.969666,0
2273.561768,436.075928,51.198463,1
373.741882,-46.128727,-0.493484,0
401.355042,363.930176,50.781887,1
2824.497314,-76.342049,50.328987,1
618.454529,-98.004089,-5.048067,0
1932.999756,-27.579578,18.214058,0
1600.668335,442.393280,35.765862,1
181.511887,315.204315,55.526596,1
2428.620117,396.194336,44.323860,1
2757.588379,-35.087132,48.152103,1
257.005524,184.151733,29.773554,0
2290.820068,141.450241,34.321724,1
2693.688721,9.665209,53.099766,1
2173.729736,404.983673,44.855801,1
272.759186,-64.275032,-1.587268,0
216.647858,46.745201,4.475540,0
2476.323730,264.775513,54.862206,1
2505.264404,215.427094,53.672295,1
2624.921387,-27.872557,51.561630,1
819.977417,426.865448,32.713093,1
2707.583740,-14.780113,48.662678,1
1442.512329,229.105515,28.664816,0
468.175293,371.987061,48.502457,1
638.102356,222.330399,21.557360,0
2811.133301,-48.380997,45.861996,1
1973.534424,-80.095825,18.041016,0
958.839661,434.977234,36.851101,1
2661.650391,181.533234,43.180943,1
218.063904,161.262863,38.173466,1
1079.470215,206.875824,25.261696,0
1621.820801,330.640564,33.270668,1
1978.402100,456.804108,38.976715,1
418.701752,298.467957,39.480881,1
2023.273438,320.935699,36.727196,1
316.922516,79.412209,15.449690,0
2745.640381,-17.270428,47.917114,1
989.284973,456.364655,39.190346,1
750.502014,90.197464,8.972443,0
2306.927734,179.189423,57.934204,1
292.407013,39.896851,23.550524,0
1550.221191,209.622482,22.995087,0
272.847687,-44.041260,-2.001709,0
435.959961,376.033813,40.916470,1
1696.606323,226.450409,26.272163,0
192.486343,95.361176,23.287760,0
757.316833,112.317261,10.474258,0
1472.072510,224.069962,23.952148,0
2226.831787,289.056061,35.129246,1
1564.293457,423.606079,34.507587,1
2601.645020,-31.846066,37.408676,1
1124.076050,436.149200,33.016453,1
2075.313721,64.012573,27.630848,0
2261.967773,328.461578,54.868614,1
130.887787,-11.081266,12.736595,0
2416.052734,293.688782,54.088871,1
144.163330,129.309967,56.842556,1
866.441895,19.846186,5.541551,0
792.010254,210.226761,27.090364,0
754.130676,-68.706322,-1.042512,0
1281.524048,295.263519,24.983978,0
470.476410,410.513641,39.897457,1
2145.320068,-23.075041,25.451826,0
400.115967,275.853760,41.809444,1
562.874268,-92.254402,2.952361,0
252.934357,196.768082,49.359112,1
2178.685791,72.051155,29.803461,0
1342.149170,-43.235569,13.779107,0
208.062988,-3.885007,-6.126896,0
1573.851685,97.045807,22.255928,0
1350.114380,214.035461,22.713097,0
2490.572754,169.173248,51.424908,1
2179.393799,129.309967,28.837854,0
1228.687378,228.336426,23.024994,0
155.137787,-94.543289,-9.414655,0
350.553925,306.946014,43.110443,1
381.972717,77.233185,11.721855,0
2128.327148,19.351784,22.975859,0
764.574097,109.643852,18.113651,0
2336.753418,107.629623,33.629566,1
1144.785889,273.821228,29.062168,0
2167.711426,211.215561,31.775263,1
696.337769,444.004639,39.440292,1
308.780182,-73.979919,-8.850673,0
526.410706,-41.386150,-1.619312,0
506.851379,306.085419,38.382824,1
390.734589,109.936821,24.152960,0
2055.754150,337.836853,38.182011,1
1951.408447,12.320319,24.296091,0
2727.054688,76.079582,47.545395,1
284.707184,282.610535,38.233284,1
117.258217,68.865013,16.917326,0
668.990173,-99.633781,-6.566973,0
312.497314,101.110870,23.099764,0
1049.024902,179.244370,19.192480,0
353.563019,-23.496202,-7.365948,0
2019.113770,213.742493,33.574024,1
2364.809082,214.658020,55.979492,1
469.502869,90.527054,25.381330,0
1281.789551,-24.576559,10.882289,0
2566.685791,166.902679,46.150398,1
2133.372070,136.634415,30.435806,1
2594.299072,203.378403,45.229652,1
2544.471680,211.746567,42.422558,1
573.760193,-30.216377,10.623799,0
2027.963989,446.110413,40.369576,1
213.727219,285.155823,50.672935,1
370.644226,193.508713,29.141209,0
414.984589,-46.787930,1.721854,0
128.852203,177.321686,50.480663,1
1764.400146,414.047668,37.325356,1
2197.183105,35.282452,29.942320,0
801.657166,497.473083,37.442856,1
207.266464,10.196233,0.211494,0
2318.610352,104.736465,59.352703,1
2738.737061,-85.644096,34.387951,1
1463.841675,35.227520,16.549881,0
1684.658325,-46.165348,14.105961,0
2366.933105,248.222290,37.079681,1
896.887085,141.523483,13.601794,0
115.488144,-56.346325,9.914548,0
647.572266,93.328651,15.351421,0
556.147949,98.474083,21.467634,0
193.017365,32.169559,22.790003,0
2076.995117,269.701202,35.864128,1
764.485596,237.308884,22.817774,0
1150.538696,-4.214606,13.343302,0
434.455383,96.734528,20.719931,0
260.811188,-5.972472,-1.397138,0
2664.659668,-4.123053,50.057678,1
2396.139404,293.231018,46.107666,1
2514.911377,193.472092,48.094425,1
723.331421,34.275333,9.410382,0
121.417892,107.519760,13.715018,0
830.066833,-77.330849,2.317880,0
1957.869141,433.310944,35.847038,1
1789.712158,102.996910,23.738518,0
283.202606,111.090424,19.668875,0
483.840454,-7.071140,-1.399274,0
265.855896,-34.409618,-2.886136,0
408.789337,158.388016,17.430037,0
495.788452,384.493530,40.343941,1
2168.861816,436.515411,49.070709,1
717.490173,37.809380,9.431745,0
2228.513428,420.694580,58.963894,1
1591.640869,61.192661,21.518906,0
1356.663696,54.728844,20.014954,0
2678.112061,-38.254948,33.907284,1
1069.292236,402.548309,34.958344,1
655.537598,354.133759,31.803034,1
678.106018,175.801880,19.692373,0
230.542923,80.913727,14.701986,0
2431.629395,210.812698,51.636402,1
217.709885,131.012909,50.818203,1
2530.753418,230.130936,53.727837,1
1269.045044,-6.668291,16.908781,0
2566.685791,168.825348,46.530655,1
1563.850708,210.757767,25.439009,0
2573.943359,200.430298,46.643879,1
1581.640137,-57.939392,17.248451,0
1561.195679,498.553436,39.346294,1
593.585022,265.086853,32.469559,1
1475.966675,297.222809,27.575306,0
